,question,director,main_entity,image_url
961,Name a movie directed by this director?,Tage Danielsson,this director,./A photo of Tage Danielsson
962,Name a movie directed by this director?,Danny Steinmann,this director,./A photo of Danny Steinmann
963,Name a movie directed by this director?,Daniel St. Pierre,this director,./A photo of Daniel St. Pierre
964,Name a movie directed by this director?,Alfonso Gomez-Rejon,this director,./A photo of Alfonso Gomez-Rejon
965,Name a movie directed by this director?,David Michôd,this director,./A photo of David Michôd
966,Name a movie directed by this director?,Ivan Perestiani,this director,./A photo of Ivan Perestiani
967,Name a movie directed by this director?,Jose Mari Goenaga,this director,./A photo of Jose Mari Goenaga
968,Name a movie directed by this director?,Shakun Batra,this director,./A photo of Shakun Batra
969,Name a movie directed by this director?,Erick Zonca,this director,./A photo of Erick Zonca
970,Name a movie directed by this director?,Richard Rosson,this director,./A photo of Richard Rosson
971,Name a movie directed by this director?,Çetin İnanç,this director,./A photo of Çetin İnanç
972,Name a movie directed by this director?,Justine Triet,this director,./A photo of Justine Triet
973,Name a movie directed by this director?,Sergei Tarasov,this director,./A photo of Sergei Tarasov
974,Name a movie directed by this director?,Shaka King,this director,./A photo of Shaka King
975,Name a movie directed by this director?,Dan Cutforth,this director,./A photo of Dan Cutforth
976,Name a movie directed by this director?,Nick Powell,this director,./A photo of Nick Powell
977,Name a movie directed by this director?,John Roberts,this director,./A photo of John Roberts
978,Name a movie directed by this director?,Boaz Davidson,this director,./A photo of Boaz Davidson
979,Name a movie directed by this director?,Melville Shavelson,this director,./A photo of Melville Shavelson
980,Name a movie directed by this director?,Edward H. Griffith,this director,./A photo of Edward H. Griffith
981,Name a movie directed by this director?,Akiva Goldsman,this director,./A photo of Akiva Goldsman
982,Name a movie directed by this director?,Alain Cuniot,this director,./A photo of Alain Cuniot
983,Name a movie directed by this director?,Bigas Luna,this director,./A photo of Bigas Luna
984,Name a movie directed by this director?,Spike Jonze,this director,./A photo of Spike Jonze
985,Name a movie directed by this director?,Steven Soderbergh,this director,./A photo of Steven Soderbergh
986,Name a movie directed by this director?,Sarah Polley,this director,./A photo of Sarah Polley
987,Name a movie directed by this director?,Diane Kurys,this director,./A photo of Diane Kurys
988,Name a movie directed by this director?,Shekhar Kapur Harami,this director,./A photo of Shekhar Kapur Harami
989,Name a movie directed by this director?,Wally Pfister,this director,./A photo of Wally Pfister
990,Name a movie directed by this director?,Jason Friedberg,this director,./A photo of Jason Friedberg
991,Name a movie directed by this director?,Steven Caple Jr.,this director,./A photo of Steven Caple Jr.
992,Name a movie directed by this director?,Roy William Neill,this director,./A photo of Roy William Neill
993,Name a movie directed by this director?,Éric Valette,this director,./A photo of Éric Valette
994,Name a movie directed by this director?,Michael Tollin,this director,./A photo of Michael Tollin
995,Name a movie directed by this director?,Jonathan Prince,this director,./A photo of Jonathan Prince
996,Name a movie directed by this director?,Leo McCarey,this director,./A photo of Leo McCarey
997,Name a movie directed by this director?,Vicky Jenson,this director,./A photo of Vicky Jenson
998,Name a movie directed by this director?,Yevgeni Bauer,this director,./A photo of Yevgeni Bauer
999,Name a movie directed by this director?,Jean Pellerin,this director,./A photo of Jean Pellerin
1000,Name a movie directed by this director?,Sergio Martino,this director,./A photo of Sergio Martino
1001,Name a movie directed by this director?,Larisa Shepitko,this director,./A photo of Larisa Shepitko
1002,Name a movie directed by this director?,Dominic Cooke,this director,./A photo of Dominic Cooke
1003,Name a movie directed by this director?,Dean Craig,this director,./A photo of Dean Craig
1004,Name a movie directed by this director?,Tadeusz Chmielewski,this director,./A photo of Tadeusz Chmielewski
1005,Name a movie directed by this director?,Tommy Wirkola,this director,./A photo of Tommy Wirkola
1006,Name a movie directed by this director?,Abel Gance,this director,./A photo of Abel Gance
1007,Name a movie directed by this director?,Hideo Nakata,this director,./A photo of Hideo Nakata
1008,Name a movie directed by this director?,John Polson,this director,./A photo of John Polson
1009,Name a movie directed by this director?,Jim Henson,this director,./A photo of Jim Henson
1010,Name a movie directed by this director?,Yuen Wah,this director,./A photo of Yuen Wah
1011,Name a movie directed by this director?,Troy Duffy,this director,./A photo of Troy Duffy
1012,Name a movie directed by this director?,George Pollock,this director,./A photo of George Pollock
1013,Name a movie directed by this director?,Oliver Parker,this director,./A photo of Oliver Parker
1014,Name a movie directed by this director?,Tom DiCillo,this director,./A photo of Tom DiCillo
1015,Name a movie directed by this director?,Sergei Komarov,this director,./A photo of Sergei Komarov
1016,Name a movie directed by this director?,George Miller,this director,./A photo of George Miller
1017,Name a movie directed by this director?,Brian Yuzna,this director,./A photo of Brian Yuzna
1018,Name a movie directed by this director?,Joseph McGrath,this director,./A photo of Joseph McGrath
1019,Name a movie directed by this director?,Nicholaus Goossen,this director,./A photo of Nicholaus Goossen
1020,Name a movie directed by this director?,Owen Harris,this director,./A photo of Owen Harris
1021,Name a movie directed by this director?,Jan Troell,this director,./A photo of Jan Troell
1022,Name a movie directed by this director?,Zaza Urushadze,this director,./A photo of Zaza Urushadze
1023,Name a movie directed by this director?,Abdellatif Kechiche,this director,./A photo of Abdellatif Kechiche
1024,Name a movie directed by this director?,Cyril Collard,this director,./A photo of Cyril Collard
1025,Name a movie directed by this director?,Eran Creevy,this director,./A photo of Eran Creevy
1026,Name a movie directed by this director?,Mark Achbar,this director,./A photo of Mark Achbar
1027,Name a movie directed by this director?,Liz Garbus,this director,./A photo of Liz Garbus
1028,Name a movie directed by this director?,Ric Roman Waugh,this director,./A photo of Ric Roman Waugh
1029,Name a movie directed by this director?,Jon Amiel,this director,./A photo of Jon Amiel
1030,Name a movie directed by this director?,Halina Reijn,this director,./A photo of Halina Reijn
1031,Name a movie directed by this director?,Gil Junger,this director,./A photo of Gil Junger
1032,Name a movie directed by this director?,Alexander Hall,this director,./A photo of Alexander Hall
1033,Name a movie directed by this director?,Alexander Mackendrick,this director,./A photo of Alexander Mackendrick
1034,Name a movie directed by this director?,Matthew Robbins,this director,./A photo of Matthew Robbins
1035,Name a movie directed by this director?,Pooja Bhatt,this director,./A photo of Pooja Bhatt
1036,Name a movie directed by this director?,Nils Gaup,this director,./A photo of Nils Gaup
1037,Name a movie directed by this director?,Zack Snyder,this director,./A photo of Zack Snyder
1038,Name a movie directed by this director?,Terry Shakespeare,this director,./A photo of Terry Shakespeare
1039,Name a movie directed by this director?,David Levien,this director,./A photo of David Levien
1040,Name a movie directed by this director?,Kerry Conran,this director,./A photo of Kerry Conran
1041,Name a movie directed by this director?,Casey Affleck,this director,./A photo of Casey Affleck
1042,Name a movie directed by this director?,Saul Andrew Blinkoff,this director,./A photo of Saul Andrew Blinkoff
1043,Name a movie directed by this director?,John Cleese,this director,./A photo of John Cleese
1044,Name a movie directed by this director?,Brian Dannelly,this director,./A photo of Brian Dannelly
1045,Name a movie directed by this director?,Ole Bornedal,this director,./A photo of Ole Bornedal
1046,Name a movie directed by this director?,Dennis Widmyer,this director,./A photo of Dennis Widmyer
1047,Name a movie directed by this director?,James Yukich,this director,./A photo of James Yukich
1048,Name a movie directed by this director?,Zeki Ökten,this director,./A photo of Zeki Ökten
1049,Name a movie directed by this director?,Mike Johnson,this director,./A photo of Mike Johnson
1050,Name a movie directed by this director?,Hany Abu-Assad,this director,./A photo of Hany Abu-Assad
1051,Name a movie directed by this director?,Aida Begić,this director,./A photo of Aida Begić
1052,Name a movie directed by this director?,Alec Baldwin,this director,./A photo of Alec Baldwin
1053,Name a movie directed by this director?,Paul Sirmons,this director,./A photo of Paul Sirmons
1054,Name a movie directed by this director?,Kirsten Sheridan,this director,./A photo of Kirsten Sheridan
1055,Name a movie directed by this director?,Vincent D'Onofrio,this director,./A photo of Vincent D'Onofrio
1056,Name a movie directed by this director?,Lee Hwan-kyung,this director,./A photo of Lee Hwan-kyung
1057,Name a movie directed by this director?,Evgeny Afineevsky,this director,./A photo of Evgeny Afineevsky
1058,Name a movie directed by this director?,Chris Evans,this director,./A photo of Chris Evans
1059,Name a movie directed by this director?,Sam Mendes,this director,./A photo of Sam Mendes
